team,rank,country,level,elo,from,to,league
Tottenham,31.0,ENG,1,1786.62524414,2025-05-22,2025-05-25,ENG-Premier League
Man United,32.0,ENG,1,1784.23608398,2025-05-22,2025-05-25,ENG-Premier League
Villarreal,33.0,ESP,1,1783.36169434,2025-05-22,2025-05-25,ESP-La Liga
Everton,34.0,ENG,1,1779.72644043,2025-05-22,2025-05-25,ENG-Premier League
Lille,35.0,FRA,1,1775.69995117,2025-05-18,2025-05-25,FRA-Ligue 1
Bologna,36.0,ITA,1,1774.10900879,2025-05-19,2025-05-24,ITA-Serie A
Fiorentina,37.0,ITA,1,1756.72753906,2025-05-19,2025-05-24,ITA-Serie A
Monaco,38.0,FRA,1,1755.76745605,2025-05-24,2025-05-31,FRA-Ligue 1
Brugge,39.0,BEL,1,1753.54418945,2025-05-24,2025-05-25,
Betis,40.0,ESP,1,1752.52905273,2025-05-24,2025-05-25,ESP-La Liga
Marseille,41.0,FRA,1,1750.18078613,2025-05-19,2025-05-25,FRA-Ligue 1
Frankfurt,42.0,GER,1,1745.7545166,2025-05-19,2025-05-25,GER-Bundesliga
West Ham,43.0,ENG,1,1739.7713623,2025-05-19,2025-05-25,ENG-Premier League
Feyenoord,44.0,NED,1,1738.39172363,2025-05-21,2025-05-31,
Lyon,45.0,FRA,1,1738.28430176,2025-05-21,2025-05-31,FRA-Ligue 1
Wolves,46.0,ENG,1,1732.73754883,2025-05-21,2025-05-25,ENG-Premier League
St Gillis,47.0,BEL,1,1727.55151367,2025-05-18,2025-05-25,
Burnley,48.0,ENG,2,1727.23803711,2025-05-18,2025-05-28,
Leeds,49.0,ENG,2,1720.0,2025-05-11,2025-05-28,
Stuttgart,50.0,GER,1,1719.31689453,2025-05-18,2025-05-31,GER-Bundesliga
RB Leipzig,51.0,GER,1,1716.37658691,2025-05-18,2025-05-31,GER-Bundesliga
Nice,52.0,FRA,1,1714.2734375,2025-05-18,2025-05-31,FRA-Ligue 1
Mainz,53.0,GER,1,1706.18640137,2025-05-18,2025-05-31,GER-Bundesliga
Strasbourg,54.0,FRA,1,1700.66259766,2025-05-19,2025-05-30,FRA-Ligue 1
Osasuna,55.0,ESP,1,1699.16955566,2025-05-19,2025-05-24,ESP-La Liga
Galatasaray,56.0,TUR,1,1694.69641113,2025-05-19,2025-05-24,
Fenerbahce,57.0,TUR,1,1694.27648926,2025-05-19,2025-05-24,
Porto,58.0,POR,1,1690.73083496,2025-05-19,2025-05-24,
Torino,59.0,ITA,1,1689.6270752,2025-05-19,2025-05-24,ITA-Serie A
Slavia Praha,60.0,CZE,1,1689.20227051,2025-05-19,2025-05-24,
Lens,61.0,FRA,1,1686.89001465,2025-05-19,2025-05-24,FRA-Ligue 1
Freiburg,62.0,GER,1,1684.34240723,2025-05-19,2025-05-24,GER-Bundesliga
Celta,63.0,ESP,1,1682.98413086,2025-05-19,2025-05-24,ESP-La Liga
Valencia,64.0,ESP,1,1681.84558105,2025-05-24,2025-05-25,ESP-La Liga
Werder,65.0,GER,1,1677.45727539,2025-05-18,2025-05-26,GER-Bundesliga
Brest,66.0,FRA,1,1672.7512207,2025-05-18,2025-05-26,FRA-Ligue 1
Sociedad,67.0,ESP,1,1672.2512207,2025-05-19,2025-05-24,ESP-La Liga
Olympiakos,68.0,GRE,1,1670.92932129,2025-05-19,2025-05-24,
Ajax,69.0,NED,1,1663.94238281,2025-05-19,2025-05-24,
Rayo Vallecano,70.0,ESP,1,1663.47802734,2025-05-19,2025-05-24,ESP-La Liga
Celtic,71.0,SCO,1,1662.39477539,2025-05-19,2025-05-31,
Rennes,72.0,FRA,1,1657.13171387,2025-05-24,2025-05-24,FRA-Ligue 1
Como,73.0,ITA,1,1654.09875488,2025-05-24,2025-05-24,ITA-Serie A
Genoa,74.0,ITA,1,1652.25146484,2025-05-19,2025-05-24,ITA-Serie A
Zenit,75.0,RUS,1,1651.89123535,2025-05-19,2025-05-24,
Braga,76.0,POR,1,1650.12023926,2025-05-19,2025-07-24,
Girona,77.0,ESP,1,1649.01733398,2025-05-19,2025-05-25,ESP-La Liga
Toulouse,78.0,FRA,1,1647.56530762,2025-05-19,2025-05-25,FRA-Ligue 1
Alaves,79.0,ESP,1,1647.03161621,2025-05-19,2025-05-24,ESP-La Liga
Wolfsburg,80.0,GER,1,1645.72924805,2025-05-19,2025-05-25,GER-Bundesliga
Sevilla,81.0,ESP,1,1644.16711426,2025-05-19,2025-05-25,ESP-La Liga
Mallorca,82.0,ESP,1,1641.10192871,2025-05-19,2025-05-24,ESP-La Liga
Getafe,83.0,ESP,1,1636.90441895,2025-05-19,2025-05-24,ESP-La Liga
Gladbach,84.0,GER,1,1632.48364258,2025-05-19,2025-05-25,GER-Bundesliga
Sheffield United,85.0,ENG,2,1632.01477051,2025-05-19,2025-05-24,
Udinese,86.0,ITA,1,1631.99108887,2025-05-19,2025-05-24,ITA-Serie A
Espanyol,87.0,ESP,1,1629.90515137,2025-05-19,2025-05-24,ESP-La Liga
Genk,88.0,BEL,1,1629.24682617,2025-05-19,2025-05-24,
Bodoe Glimt,89.0,NOR,1,1623.14379883,2025-05-18,2025-05-24,
Auxerre,90.0,FRA,1,1622.75952148,2025-05-18,2025-05-24,FRA-Ligue 1
Alkmaar,91.0,NED,1,1620.82067871,2025-05-23,2025-05-24,
Leicester,92.0,ENG,1,1620.33703613,2025-05-23,2025-05-24,ENG-Premier League
Augsburg,93.0,GER,1,1618.6706543,2025-05-23,2025-05-28,GER-Bundesliga
Union Berlin,94.0,GER,1,1617.16369629,2025-05-23,2025-06-21,GER-Bundesliga
FC Kobenhavn,95.0,DEN,1,1613.58117676,2025-05-19,2025-05-24,
Viktoria Plzen,96.0,CZE,1,1609.92163086,2025-05-24,2025-05-24,
Cagliari,97.0,ITA,1,1608.02404785,2025-05-24,2025-05-24,ITA-Serie A
Hoffenheim,98.0,GER,1,1605.83996582,2025-05-19,2025-05-24,GER-Bundesliga
FC Krasnodar,99.0,RUS,1,1604.78845215,2025-05-19,2025-05-24,
Sassuolo,100.0,ITA,2,1602.63977051,2025-05-19,2025-05-25,
Levante,,ESP,2,1601.296875,2025-05-19,2025-05-25,
Ipswich,,ENG,1,1596.71765137,2025-05-19,2025-05-25,ENG-Premier League
Leganes,,ESP,1,1594.92871094,2025-05-19,2025-05-24,ESP-La Liga
Parma,,ITA,1,1593.49841309,2025-05-19,2025-05-25,ITA-Serie A
Empoli,,ITA,1,1592.87145996,2025-05-19,2025-05-25,ITA-Serie A
Anderlecht,,BEL,1,1592.35510254,2025-05-19,2025-05-25,
Midtjylland,,DEN,1,1591.44372559,2025-05-20,2025-05-25,
Verona,,ITA,1,1591.36132812,2025-05-19,2025-05-25,ITA-Serie A
Lorient,,FRA,2,1589.24255371,2025-05-11,2025-05-31,
Rangers,,SCO,1,1587.42712402,2025-05-18,2025-07-22,
Utrecht,,NED,1,1584.75476074,2025-05-19,2025-07-24,
CSKA Moskva,,RUS,1,1583.73937988,2025-05-20,2025-05-24,
Reims,,FRA,1,1583.47912598,2025-05-18,2025-05-31,FRA-Ligue 1
Twente,,NED,1,1582.41125488,2025-05-23,2025-05-25,
Nantes,,FRA,1,1580.60913086,2025-05-18,2025-05-31,FRA-Ligue 1
Sparta Praha,,CZE,1,1579.96972656,2025-05-19,2025-05-24,
Crvena Zvezda,,SRB,1,1579.68566895,2025-05-18,2025-05-24,
St Pauli,,GER,1,1577.109375,2025-05-18,2025-08-21,GER-Bundesliga
Guimaraes,,POR,1,1575.68823242,2025-05-18,2025-07-24,
Lecce,,ITA,1,1574.55175781,2025-05-19,2025-05-25,ITA-Serie A
Las Palmas,,ESP,1,1573.13037109,2025-05-19,2025-05-24,ESP-La Liga
Oviedo,,ESP,2,1570.60632324,2025-05-19,2025-05-25,
Spartak Moskva,,RUS,1,1570.27685547,2025-05-19,2025-05-24,
Metz,,FRA,2,1569.4239502,2025-05-18,2025-05-31,
Dynamo Moskva,,RUS,1,1569.21057129,2025-05-19,2025-05-24,
Venezia,,ITA,1,1567.00256348,2025-05-19,2025-05-25,ITA-Serie A
Elche,,ESP,2,1566.74304199,2025-05-18,2025-05-25,
Heidenheim,,GER,1,1558.73132324,2025-05-18,2025-08-21,GER-Bundesliga
Sturm Graz,,AUT,1,1556.19946289,2025-05-19,2025-05-24,
Steaua,,ROM,1,1555.11413574,2025-05-24,2025-07-09,
Hamburg,,GER,2,1554.55529785,2025-05-19,2025-07-05,
Southampton,,ENG,1,1554.17260742,2025-05-19,2025-05-25,ENG-Premier League
Salzburg,,AUT,1,1552.47277832,2025-05-19,2025-05-24,
Koeln,,GER,2,1552.19787598,2025-05-19,2025-07-05,
Mirandes,,ESP,2,1548.67553711,2025-05-20,2025-05-25,
Le Havre,,FRA,1,1547.18981934,2025-05-18,2025-05-31,FRA-Ligue 1
M Tel Aviv,,ISR,1,1545.95080566,2025-05-20,2025-05-24,
PAOK,,GRE,1,1545.08679199,2025-05-12,2025-07-22,
Almeria,,ESP,2,1544.49084473,2025-05-19,2025-05-25,
Coventry,,ENG,2,1543.95544434,2025-05-14,2025-05-28,
Antwerp,,BEL,1,1542.8026123,2025-05-18,2025-05-25,
Brondby,,DEN,1,1540.98852539,2025-05-20,2025-05-25,
Bochum,,GER,1,1539.74597168,2025-05-18,2025-07-05,GER-Bundesliga
Shakhtar,,UKR,1,1537.61779785,2025-05-19,2025-05-24,
Pisa,,ITA,2,1537.21411133,2025-05-14,2025-05-31,
Holstein,,GER,1,1537.13061523,2025-05-18,2025-07-05,GER-Bundesliga
Paris FC,,FRA,2,1536.78845215,2025-05-11,2025-05-31,
Panathinaikos,,GRE,1,1535.70788574,2025-05-12,2025-07-22,
West Brom,,ENG,2,1535.5189209,2025-05-09,2025-05-28,
Granada,,ESP,2,1535.06945801,2025-05-18,2025-05-25,
Rakow,,POL,1,1533.84960938,2025-05-18,2025-05-24,
Sunderland,,ENG,2,1532.65319824,2025-05-14,2025-05-24,
Angers,,FRA,1,1531.89855957,2025-05-18,2025-05-31,FRA-Ligue 1
Spezia,,ITA,2,1531.48706055,2025-05-22,2025-05-25,
Banik Ostrava,,CZE,1,1531.26513672,2025-05-19,2025-05-24,
Santander,,ESP,2,1530.96606445,2025-05-19,2025-05-25,
Elfsborg,,SWE,1,1530.34729004,2025-05-20,2025-05-25,
Cremonese,,ITA,2,1530.30297852,2025-05-22,2025-05-25,
Middlesbrough,,ENG,2,1528.76330566,2025-05-09,2025-05-28,
Lech,,POL,1,1528.46105957,2025-05-19,2025-05-24,
Monza,,ITA,1,1527.67346191,2025-05-19,2025-05-24,ITA-Serie A
Saint-Etienne,,FRA,1,1526.49511719,2025-05-18,2025-05-31,FRA-Ligue 1
Malmoe,,SWE,1,1525.00439453,2025-05-23,2025-05-25,
Dinamo Zagreb,,CRO,1,1524.00915527,2025-05-18,2025-05-25,
Nordsjaelland,,DEN,1,1523.41992188,2025-05-17,2025-05-25,
Millwall,,ENG,2,1523.10632324,2025-05-09,2025-05-28,
Eibar,,ESP,2,1522.8840332,2025-05-18,2025-05-25,
Bristol City,,ENG,2,1521.11779785,2025-05-13,2025-05-28,
Lok Moskva,,RUS,1,1519.36474609,2025-05-20,2025-05-24,
AEK,,GRE,1,1516.7434082,2025-05-12,2025-07-22,
Basel,,SUI,1,1516.14013672,2025-05-19,2025-05-24,
Cadiz,,ESP,2,1515.49755859,2025-05-19,2025-05-25,
Dynamo Kyiv,,UKR,1,1513.58947754,2025-05-19,2025-05-24,
Huesca,,ESP,2,1511.99389648,2025-05-18,2025-05-25,
Charleroi,,BEL,1,1510.63220215,2025-05-19,2025-05-24,
Swansea,,ENG,2,1510.44213867,2025-05-09,2025-05-28,
Famalicao,,POR,1,1510.38562012,2025-05-17,2025-07-24,
Blackburn,,ENG,2,1510.24902344,2025-05-09,2025-05-28,
Besiktas,,TUR,1,1507.53161621,2025-05-19,2025-05-25,
Brann,,NOR,1,1506.8963623,2025-05-17,2025-05-25,
Hammarby,,SWE,1,1506.46740723,2025-05-23,2025-05-26,
Duesseldorf,,GER,2,1505.92529297,2025-05-19,2025-08-02,
Nijmegen,,NED,1,1505.06665039,2025-05-23,2025-07-24,
Beer-Sheva,,ISR,1,1504.53833008,2025-05-20,2025-05-24,
Norwich,,ENG,2,1504.28234863,2025-05-09,2025-05-28,
Elversberg,,GER,2,1501.49572754,2025-05-19,2025-08-02,
Karabakh Agdam,,AZE,0,1500.29785156,2025-01-31,2025-07-10,
Young Boys,,SUI,1,1499.55505371,2025-05-19,2025-05-24,
Go Ahead Eagles,,NED,1,1498.69677734,2025-05-19,2025-07-24,
Viking,,NOR,1,1497.27612305,2025-05-17,2025-05-25,
Legia,,POL,1,1496.88549805,2025-05-19,2025-05-24,
Luton,,ENG,2,1495.67297363,2025-05-09,2025-05-28,
Jablonec,,CZE,1,1494.91784668,2025-05-19,2025-05-24,
Ferencvaros,,HUN,1,1494.15966797,2025-05-19,2025-05-24,
Sparta Rotterdam,,NED,1,1493.51000977,2025-05-19,2025-07-24,
Albacete,,ESP,2,1492.55480957,2025-05-17,2025-05-24,
Mjaellby,,SWE,1,1492.22692871,2025-05-23,2025-05-26,
Paderborn,,GER,2,1491.97814941,2025-05-19,2025-08-02,
QPR,,ENG,2,1490.43688965,2025-05-09,2025-05-28,
Hull,,ENG,2,1489.86901855,2025-05-09,2025-05-28,
Jagiellonia,,POL,1,1487.80871582,2025-05-17,2025-05-24,
AIK,,SWE,1,1487.71533203,2025-05-23,2025-05-25,
Gent,,BEL,1,1486.29785156,2025-05-19,2025-05-25,
Sheffield Weds,,ENG,2,1486.09667969,2025-05-09,2025-05-28,
Karlsruhe,,GER,2,1485.90905762,2025-05-19,2025-08-02,
Mechelen,,BEL,1,1485.64147949,2025-05-19,2025-05-24,
Randers,,DEN,1,1484.4440918,2025-05-19,2025-05-25,
Montpellier,,FRA,1,1484.12414551,2025-05-18,2025-05-31,FRA-Ligue 1
Santa Clara,,POR,1,1484.10449219,2025-05-18,2025-07-24,
Depor,,ESP,2,1483.01586914,2025-05-18,2025-05-25,
Rosenborg,,NOR,1,1482.05688477,2025-05-17,2025-05-24,
Burgos,,ESP,2,1481.10339355,2025-05-18,2025-05-25,
Austria Wien,,AUT,1,1480.8380127,2025-05-19,2025-05-24,
Pogon,,POL,1,1480.20446777,2025-05-18,2025-05-24,
Cordoba,,ESP,2,1480.0111084,2025-05-20,2025-05-25,
Razgrad,,BUL,1,1478.67895508,2025-05-18,2025-05-26,
CFR Cluj,,ROM,1,1478.16210938,2025-05-24,2025-07-09,
Wolfsberg,,AUT,1,1477.15722656,2025-05-19,2025-05-24,
Portsmouth,,ENG,2,1476.71435547,2025-05-09,2025-05-28,
Frosinone,,ITA,2,1476.6932373,2025-05-14,2025-05-31,
Gijon,,ESP,2,1476.64343262,2025-05-18,2025-05-25,
Valladolid,,ESP,1,1476.27587891,2025-05-19,2025-05-24,ESP-La Liga
Stoke,,ENG,2,1474.01550293,2025-05-09,2025-05-28,
Palermo,,ITA,2,1473.30090332,2025-05-18,2025-05-31,
Hannover,,GER,2,1472.91992188,2025-05-19,2025-08-03,
Westerlo,,BEL,1,1472.74816895,2025-05-17,2025-05-24,
Catanzaro,,ITA,2,1472.25927734,2025-05-22,2025-05-25,
Servette,,SUI,1,1471.85095215,2025-05-19,2025-05-24,
Arouca,,POR,1,1471.31921387,2025-05-18,2025-07-24,
Djurgarden,,SWE,1,1470.42382812,2025-05-20,2025-05-25,
Watford,,ENG,2,1469.65820312,2025-05-09,2025-05-28,
Estoril,,POR,1,1469.5213623,2025-05-18,2025-07-24,
Bueyueksehir,,TUR,1,1467.71533203,2025-05-19,2025-05-25,
Juve Stabia,,ITA,2,1467.65771484,2025-05-22,2025-05-25,
Preston,,ENG,2,1466.69689941,2025-05-09,2025-05-28,
Derby,,ENG,2,1465.2043457,2025-05-09,2025-05-28,
Zwolle,,NED,1,1462.81420898,2025-05-19,2025-07-24,
Trabzonspor,,TUR,1,1462.49829102,2025-05-19,2025-05-25,
Moreirense,,POR,1,1459.68225098,2025-05-18,2025-07-24,
Guingamp,,FRA,2,1459.46765137,2025-05-15,2025-05-31,
Casa Pia,,POR,1,1458.96765137,2025-05-17,2025-07-24,
Malaga,,ESP,2,1458.21350098,2025-05-18,2025-05-25,
Oxford,,ENG,2,1458.15588379,2025-05-09,2025-05-28,
Magdeburg,,GER,2,1458.12182617,2025-05-19,2025-08-03,
Molde,,NOR,1,1457.68933105,2025-05-17,2025-05-25,
Castellon,,ESP,2,1457.30627441,2025-05-19,2025-05-25,
Silkeborg,,DEN,1,1456.85900879,2025-05-19,2025-05-24,
Zaragoza,,ESP,2,1456.82312012,2025-05-19,2025-05-25,
Aarhus,,DEN,1,1456.44262695,2025-05-17,2025-05-25,
Rostov,,RUS,1,1455.47583008,2025-05-19,2025-05-24,
Hertha,,GER,2,1454.28442383,2025-05-19,2025-08-01,
Cercle Brugge,,BEL,1,1451.56994629,2025-05-11,2025-07-24,
Bastia,,FRA,2,1451.01818848,2025-05-11,2025-05-31,
Suedtirol,,ITA,2,1450.44750977,2025-05-14,2025-05-31,
Rio Ave,,POR,1,1449.19848633,2025-05-17,2025-07-24,
Maccabi Haifa,,ISR,1,1446.58703613,2025-05-20,2025-05-24,
Lautern,,GER,2,1446.17175293,2025-05-19,2025-08-03,
Paphos,,CYP,0,1445.92553711,2025-03-14,2025-07-10,
Salernitana,,ITA,2,1445.84484863,2025-05-14,2025-05-31,
St Truiden,,BEL,1,1445.73046875,2025-05-11,2025-07-24,
Aris,,GRE,1,1445.71020508,2025-05-11,2025-07-22,
Darmstadt,,GER,2,1445.67285156,2025-05-19,2025-08-02,
Heerenveen,,NED,1,1445.39196777,2025-05-23,2025-07-24,
Bari,,ITA,2,1445.13098145,2025-05-14,2025-05-31,
Rubin Kazan,,RUS,1,1443.14245605,2025-05-18,2025-05-24,
Tenerife,,ESP,2,1442.81933594,2025-05-18,2025-05-25,
Sampdoria,,ITA,2,1441.91088867,2025-05-14,2025-05-31,
Plymouth,,ENG,2,1440.54333496,2025-05-09,2025-05-28,
LASK,,AUT,1,1439.90930176,2025-05-24,2025-05-26,
Cesena,,ITA,2,1439.3614502,2025-05-18,2025-05-31,
Viborg,,DEN,1,1438.20361328,2025-05-19,2025-05-24,
Rapid Wien,,AUT,1,1437.89245605,2025-05-19,2025-05-24,
Dunkerque,,FRA,2,1437.59533691,2025-05-18,2025-05-31,
Leuven,,BEL,1,1436.72399902,2025-05-17,2025-05-24,
Rijeka,,CRO,1,1436.43896484,2025-05-19,2025-05-25,
Troyes,,FRA,2,1434.9666748,2025-05-11,2025-05-31,
Kasimpasa,,TUR,1,1434.3963623,2025-05-19,2025-05-24,
Rodez,,FRA,2,1434.10266113,2025-05-11,2025-05-31,
Gil Vicente,,POR,1,1431.84387207,2025-05-17,2025-07-24,
Cardiff,,ENG,2,1431.74572754,2025-05-09,2025-05-28,
Hajduk,,CRO,1,1431.2109375,2025-05-19,2025-05-25,
Standard,,BEL,1,1430.78894043,2025-05-18,2025-05-24,
Laval,,FRA,2,1430.38415527,2025-05-11,2025-05-31,
Olimpija Ljubljana,,SVN,1,1430.14746094,2025-05-18,2025-05-24,
Hibernian,,SCO,1,1429.86535645,2025-05-18,2025-07-22,
Brescia,,ITA,2,1429.73571777,2025-05-14,2025-05-31,
Annecy,,FRA,2,1428.53234863,2025-05-11,2025-05-31,
Nuernberg,,GER,2,1428.51257324,2025-05-19,2025-08-02,
Samsunspor,,TUR,1,1428.0267334,2025-05-19,2025-05-25,
Modena,,ITA,2,1427.93701172,2025-05-14,2025-05-31,
Piast Gliwice,,POL,1,1426.83813477,2025-05-18,2025-05-24,
Eldense,,ESP,2,1425.26965332,2025-05-19,2025-05-25,
Larnaca,,CYP,0,1423.26306152,2025-03-14,2025-07-10,
Omonia,,CYP,0,1421.99291992,2025-03-14,2025-07-10,
Sittard,,NED,1,1420.51489258,2025-05-19,2025-07-24,
Slovan Liberec,,CZE,1,1420.46936035,2025-05-12,2025-07-20,
Craiova,,ROM,1,1420.31958008,2025-05-18,2025-05-24,
Hradec Kralove,,CZE,1,1419.90893555,2025-05-19,2025-05-25,
Puskas Akademia,,HUN,1,1419.5012207,2025-05-17,2025-05-24,
Mantova,,ITA,2,1417.66479492,2025-05-14,2025-05-31,
Carrarese,,ITA,2,1416.99121094,2025-05-14,2025-05-31,
Gornik,,POL,1,1414.15527344,2025-05-18,2025-05-24,
Fredrikstad,,NOR,1,1413.65197754,2025-05-17,2025-05-24,
Reggiana,,ITA,2,1413.0234375,2025-05-14,2025-05-31,
Clermont,,FRA,2,1412.4855957,2025-05-11,2025-05-31,
Grenoble,,FRA,2,1412.34399414,2025-05-11,2025-05-31,
Groningen,,NED,1,1410.41516113,2025-05-19,2025-07-24,
Heracles,,NED,1,1409.36633301,2025-05-19,2025-07-24,
Schalke,,GER,2,1408.42211914,2025-05-19,2025-08-01,
Slovan Bratislava,,SLK,0,1408.17736816,2025-01-30,2025-07-10,
Muenster,,GER,2,1408.01330566,2025-05-19,2025-08-02,
Hearts,,SCO,1,1406.42993164,2025-05-19,2025-07-22,
Fuerth,,GER,2,1404.24328613,2025-05-19,2025-08-03,
Haecken,,SWE,1,1404.14465332,2025-05-19,2025-05-25,
Sarpsborg,,NOR,1,1403.13305664,2025-05-17,2025-05-25,
Lugano,,SUI,1,1401.40527344,2025-05-19,2025-05-24,
Dender,,BEL,1,1401.01220703,2025-05-18,2025-05-24,
Konyaspor,,TUR,1,1399.98034668,2025-05-11,2025-05-25,
Cracovia,,POL,1,1399.35498047,2025-05-19,2025-05-24,
Lausanne,,SUI,1,1399.2923584,2025-05-19,2025-05-24,
Kayseri,,TUR,1,1398.19274902,2025-05-19,2025-05-25,
APOEL,,CYP,0,1397.49047852,2025-03-14,2025-07-05,
Levski,,BUL,1,1397.26452637,2025-05-18,2025-05-26,
Nacional,,POR,1,1396.43969727,2025-05-18,2025-07-24,
Maribor,,SVN,1,1395.63793945,2025-05-19,2025-05-25,
StGallen,,SUI,1,1391.01489258,2025-05-23,2025-07-22,
Kortrijk,,BEL,1,1390.5168457,2025-05-11,2025-07-05,
Luzern,,SUI,1,1390.28430176,2025-05-19,2025-05-24,
Ajaccio,,FRA,2,1389.92736816,2025-05-11,2025-05-31,
Alanyaspor,,TUR,1,1389.81970215,2025-05-19,2025-05-25,
Kryliya Sovetov,,RUS,1,1389.49938965,2025-05-19,2025-05-24,
Tromso,,NOR,1,1389.31005859,2025-05-17,2025-05-25,
Farense,,POR,1,1387.83666992,2025-05-18,2025-07-05,
Korona,,POL,1,1387.71801758,2025-05-18,2025-05-24,
Zuerich,,SUI,1,1387.02099609,2025-05-23,2025-07-22,
Olexandriya,,UKR,1,1386.86437988,2025-05-19,2025-05-24,
Celje,,SVN,1,1385.85571289,2025-05-19,2025-05-25,
Hartberg,,AUT,1,1385.02062988,2025-05-24,2025-05-26,
Amiens,,FRA,2,1384.93212891,2025-05-11,2025-05-31,
Pau,,FRA,2,1382.68774414,2025-05-11,2025-05-31,
Terek Grozny,,RUS,1,1381.05273438,2025-05-19,2025-05-24,
Universitatea Cluj,,ROM,1,1380.14440918,2025-05-17,2025-05-24,
Katowice,,POL,1,1379.87597656,2025-05-19,2025-05-24,
Paksi,,HUN,1,1378.66650391,2025-05-24,2025-07-10,
Radomiak,,POL,1,1378.66625977,2025-05-17,2025-05-24,
Sigma Olomouc,,CZE,1,1378.21008301,2025-05-19,2025-05-24,
Waalwijk,,NED,1,1378.19140625,2025-05-19,2025-07-05,
Slask,,POL,1,1378.17529297,2025-05-17,2025-05-24,
Goeztepe,,TUR,1,1377.57141113,2025-05-19,2025-05-24,
Sheriff Tiraspol,,MOL,0,1376.75268555,2025-01-01,2025-07-08,
Trnava,,SLK,0,1375.41503906,2025-01-30,2025-07-10,
Braunschweig,,GER,2,1374.54211426,2025-05-19,2025-08-03,
Hapoel Haifa,,ISR,1,1374.3815918,2025-05-18,2025-05-24,
Rapid Bucuresti,,ROM,1,1373.68457031,2025-05-20,2025-05-24,
Cittadella,,ITA,2,1373.47619629,2025-05-14,2025-05-31,
Antalyaspor,,TUR,1,1372.73925781,2025-05-19,2025-05-24,
Red Star,,FRA,2,1371.73352051,2025-05-11,2025-05-31,
Gaziantep FK,,TUR,1,1369.97851562,2025-05-19,2025-05-24,
Ruzomberok,,SLK,0,1369.51281738,2025-01-30,2025-07-05,
Rizespor,,TUR,1,1368.29650879,2025-05-19,2025-05-25,
Ferrol,,ESP,2,1368.1192627,2025-05-19,2025-05-24,
Estrela Amadora,,POR,1,1367.08996582,2025-05-18,2025-07-24,
St Mirren,,SCO,1,1367.06152344,2025-05-18,2025-07-22,
Mlada Boleslav,,CZE,1,1364.4173584,2025-05-18,2025-05-25,
Eyupspor,,TUR,1,1363.96472168,2025-05-19,2025-05-24,
IK Sirius,,SWE,1,1363.63317871,2025-05-20,2025-05-24,
Ulm,,GER,2,1363.47570801,2025-05-19,2025-07-05,
Bohemians Praha,,CZE,1,1363.41271973,2025-05-19,2025-05-25,
